week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,proptotal_atleast1dose,proptotal_partially,proptotal_fully,numeligible_atleast1dose,numeligible_partially,numeligible_fully,propeligible_atleast1dose,propeligible_partially,propeligible_fully,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_atleast1dose,propweekdelta_fully
2020-12-19,1,Canada,Canada,12362,12362,0,0.07,0.07,0.00,,,,,,,,,,
2020-12-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,972,972,0,0.19,0.19,0.00,,,,,,,,,,
2020-12-19,12,Nova Scotia,Nouvelle-Écosse,1092,1092,0,0.11,0.11,0.00,,,,,,,,,,
2020-12-19,24,Quebec,Québec,4728,4728,0,0.06,0.06,0.00,,,,,,,,,,
2020-12-19,46,Manitoba,Manitoba,894,894,0,0.06,0.06,0.00,,,,,,,,,,
2020-12-19,47,Saskatchewan,Saskatchewan,1042,1042,0,0.09,0.09,0.00,,,,,,,,,,
2020-12-19,59,British Columbia,Colombie-Britannique,3634,3634,0,0.07,0.07,0.00,,,,,,,,,,
2020-12-19,60,Yukon,Yukon,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2020-12-19,61,Northwest Territories,Territoires du Nord-Ouest,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2020-12-19,62,Nunavut,Nunavut,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2020-12-26,1,Canada,Canada,46156,46156,0,0.20,0.20,0.00,,,,,,,,,,
2020-12-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1785,1785,0,0.34,0.34,0.00,,,,,,,,,,
2020-12-26,11,Prince Edward Island,Île-du-Prince-Édouard,1146,1146,0,0.72,0.72,0.00,,,,,,,,,,
2020-12-26,12,Nova Scotia,Nouvelle-Écosse,2218,2218,0,0.23,0.23,0.00,,,,,,,,,,
2020-12-26,13,New Brunswick,Nouveau-Brunswick,2606,2606,0,0.33,0.33,0.00,,,,,,,,,,
2020-12-26,24,Quebec,Québec,17216,17216,0,0.20,0.20,0.00,,,,,,,,,,
2020-12-26,46,Manitoba,Manitoba,2177,2177,0,0.16,0.16,0.00,,,,,,,,,,
2020-12-26,47,Saskatchewan,Saskatchewan,1769,1769,0,0.15,0.15,0.00,,,,,,,,,,
2020-12-26,48,Alberta,Alberta,4792,4792,0,0.11,0.11,0.00,,,,,,,,,,
2020-12-26,59,British Columbia,Colombie-Britannique,12447,12447,0,0.24,0.24,0.00,,,,,,,,,,
2020-12-26,60,Yukon,Yukon,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2020-12-26,61,Northwest Territories,Territoires du Nord-Ouest,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2020-12-26,62,Nunavut,Nunavut,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2021-01-02,1,Canada,Canada,82512,82512,0,0.35,0.35,0.00,,,,,,,,,,
2021-01-02,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1785,1785,0,0.34,0.34,0.00,,,,,,,,,,
2021-01-02,11,Prince Edward Island,Île-du-Prince-Édouard,1669,1669,0,1.05,1.05,0.00,,,,,,,,,,
2021-01-02,12,Nova Scotia,Nouvelle-Écosse,2720,2720,0,0.28,0.28,0.00,,,,,,,,,,
2021-01-02,13,New Brunswick,Nouveau-Brunswick,2886,2886,0,0.37,0.37,0.00,,,,,,,,,,
2021-01-02,24,Quebec,Québec,28305,28305,,0.33,0.33,,,,,,,,,,,
2021-01-02,46,Manitoba,Manitoba,3432,3432,0,0.25,0.25,0.00,,,,,,,,,,
2021-01-02,47,Saskatchewan,Saskatchewan,3540,3540,0,0.30,0.30,0.00,,,,,,,,,,
2021-01-02,48,Alberta,Alberta,13383,13383,0,0.30,0.30,0.00,,,,,,,,,,
2021-01-02,59,British Columbia,Colombie-Britannique,24670,24670,0,0.48,0.48,0.00,,,,,,,,,,
2021-01-02,60,Yukon,Yukon,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2021-01-02,61,Northwest Territories,Territoires du Nord-Ouest,122,122,0,0.27,0.27,0.00,,,,,,,,,,
2021-01-02,62,Nunavut,Nunavut,0,0,0,0.00,0.00,0.00,,,,,,,,,,
2021-01-09,1,Canada,Canada,217345,212824,4521,0.93,0.91,0.02,,,,,,,,,,
2021-01-09,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2847,1994,853,0.55,0.38,0.16,,,,,,,,,,
2021-01-09,11,Prince Edward Island,Île-du-Prince-Édouard,2475,2475,0,1.55,1.55,0.00,,,,,,,,,,
2021-01-09,12,Nova Scotia,Nouvelle-Écosse,2755,1679,1076,0.28,0.17,0.11,,,,,,,,,,
2021-01-09,13,New Brunswick,Nouveau-Brunswick,6241,6241,0,0.80,0.80,0.00,,,,,,,,,,
2021-01-09,24,Quebec,Québec,83278,83278,,0.97,0.97,,,,,,,,,,,
2021-01-09,46,Manitoba,Manitoba,8694,7814,880,0.63,0.57,0.06,,,,,,,,,,
2021-01-09,47,Saskatchewan,Saskatchewan,5516,4563,953,0.47,0.39,0.08,,,,,,,,,,
2021-01-09,48,Alberta,Alberta,44298,43574,724,1.00,0.99,0.02,,,,,,,,,,
2021-01-09,59,British Columbia,Colombie-Britannique,60215,60180,35,1.17,1.17,0.00,,,,,,,,,,
2021-01-09,60,Yukon,Yukon,495,495,0,1.18,1.18,0.00,,,,,,,,,,
2021-01-09,61,Northwest Territories,Territoires du Nord-Ouest,511,511,0,1.13,1.13,0.00,,,,,,,,,,
2021-01-09,62,Nunavut,Nunavut,20,20,0,0.05,0.05,0.00,,,,,,,,,,
2021-01-16,1,Canada,Canada,564921,538173,26748,1.49,1.42,0.07,,,,,,,,,,
2021-01-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4250,2516,1734,0.81,0.48,0.33,,,,,,,,,,
2021-01-16,11,Prince Edward Island,Île-du-Prince-Édouard,4293,2906,1387,2.69,1.82,0.87,,,,,,,,,,
2021-01-16,12,Nova Scotia,Nouvelle-Écosse,5740,3533,2207,0.59,0.36,0.23,,,,,,,,,,
2021-01-16,13,New Brunswick,Nouveau-Brunswick,7918,5353,2565,1.01,0.68,0.33,,,,,,,,,,
2021-01-16,24,Quebec,Québec,145783,145783,,1.70,1.70,,,,,,,,,,,
2021-01-16,35,Ontario,Ontario,189240,178383,10857,1.28,1.21,0.07,,,,,,,,,,
2021-01-16,46,Manitoba,Manitoba,16499,14355,2144,1.20,1.04,0.16,,,,,,,,,,
2021-01-16,47,Saskatchewan,Saskatchewan,14283,12551,1732,1.21,1.06,0.15,,,,,,,,,,
2021-01-16,48,Alberta,Alberta,81859,77784,4075,1.85,1.76,0.09,,,,,,,,,,
2021-01-16,59,British Columbia,Colombie-Britannique,89715,89668,47,1.74,1.74,0.00,,,,,,,,,,
2021-01-16,60,Yukon,Yukon,1309,1309,0,3.11,3.11,0.00,,,,,,,,,,
2021-01-16,61,Northwest Territories,Territoires du Nord-Ouest,1891,1891,0,4.19,4.19,0.00,,,,,,,,,,
2021-01-16,62,Nunavut,Nunavut,2141,2141,0,5.44,5.44,0.00,,,,,,,,,,
2021-01-23,1,Canada,Canada,775500,716206,59294,2.04,1.88,0.16,,,,,,,,,,
2021-01-23,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7448,5711,1737,1.43,1.09,0.33,,,,,,,,,,
2021-01-23,11,Prince Edward Island,Île-du-Prince-Édouard,5211,3327,1884,3.26,2.08,1.18,,,,,,,,,,
2021-01-23,12,Nova Scotia,Nouvelle-Écosse,8288,5580,2708,0.85,0.57,0.28,,,,,,,,,,
2021-01-23,13,New Brunswick,Nouveau-Brunswick,11516,8675,2841,1.47,1.11,0.36,,,,,,,,,,
2021-01-23,24,Quebec,Québec,218827,218827,,2.55,2.55,,,,,,,,,,,
2021-01-23,35,Ontario,Ontario,249132,217691,31441,1.69,1.48,0.21,,,,,,,,,,
2021-01-23,46,Manitoba,Manitoba,25839,22443,3396,1.87,1.63,0.25,,,,,,,,,,
2021-01-23,47,Saskatchewan,Saskatchewan,23663,21205,2458,2.01,1.80,0.21,,,,,,,,,,
2021-01-23,48,Alberta,Alberta,89557,80088,9469,2.03,1.81,0.21,,,,,,,,,,
2021-01-23,59,British Columbia,Colombie-Britannique,118150,114790,3360,2.30,2.23,0.07,,,,,,,,,,
2021-01-23,60,Yukon,Yukon,3950,3950,0,9.39,9.39,0.00,,,,,,,,,,
2021-01-23,61,Northwest Territories,Territoires du Nord-Ouest,9471,9471,0,20.97,20.97,0.00,,,,,,,,,,
2021-01-23,62,Nunavut,Nunavut,4448,4448,0,11.30,11.30,0.00,,,,,,,,,,
2021-01-30,1,Canada,Canada,859240,745591,113649,2.26,1.96,0.30,,,,,,,,,,
2021-01-30,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8353,5591,2762,1.60,1.07,0.53,,,,,,,,,,
2021-01-30,11,Prince Edward Island,Île-du-Prince-Édouard,5279,2714,2565,3.31,1.70,1.61,,,,,,,,,,
2021-01-30,12,Nova Scotia,Nouvelle-Écosse,12090,9361,2729,1.23,0.96,0.28,,,,,,,,,,
2021-01-30,13,New Brunswick,Nouveau-Brunswick,12791,8326,4465,1.64,1.07,0.57,,,,,,,,,,
2021-01-30,24,Quebec,Québec,239485,239485,,2.79,2.79,,,,,,,,,,,
2021-01-30,35,Ontario,Ontario,270795,201946,68849,1.84,1.37,0.47,,,,,,,,,,
2021-01-30,46,Manitoba,Manitoba,32441,23938,8503,2.35,1.74,0.62,,,,,,,,,,
2021-01-30,47,Saskatchewan,Saskatchewan,27215,24143,3072,2.31,2.05,0.26,,,,,,,,,,
2021-01-30,48,Alberta,Alberta,90238,74244,15994,2.04,1.68,0.36,,,,,,,,,,
2021-01-30,59,British Columbia,Colombie-Britannique,135501,130909,4592,2.63,2.54,0.09,,,,,,,,,,
2021-01-30,60,Yukon,Yukon,7355,7355,0,17.49,17.49,0.00,,,,,,,,,,
2021-01-30,61,Northwest Territories,Territoires du Nord-Ouest,12233,12115,118,27.09,26.83,0.26,,,,,,,,,,
2021-01-30,62,Nunavut,Nunavut,5464,5464,0,13.88,13.88,0.00,,,,,,,,,,
2021-02-06,1,Canada,Canada,901402,727623,173779,2.37,1.91,0.46,,,,,,,,,,
2021-02-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8890,4822,4068,1.70,0.92,0.78,,,,,,,,,,
2021-02-06,11,Prince Edward Island,Île-du-Prince-Édouard,5302,1789,3513,3.32,1.12,2.20,,,,,,,,,,
2021-02-06,12,Nova Scotia,Nouvelle-Écosse,12849,7716,5133,1.31,0.79,0.52,,,,,,,,,,
2021-02-06,13,New Brunswick,Nouveau-Brunswick,13250,7837,5413,1.70,1.00,0.69,,,,,,,,,,
2021-02-06,24,Quebec,Québec,257501,257501,,3.00,3.00,,,,,,,,,,,
2021-02-06,35,Ontario,Ontario,277440,175696,101744,1.88,1.19,0.69,,,,,,,,,,
2021-02-06,46,Manitoba,Manitoba,33641,19998,13643,2.44,1.45,0.99,,,,,,,,,,
2021-02-06,47,Saskatchewan,Saskatchewan,29747,24353,5394,2.52,2.07,0.46,,,,,,,,,,
2021-02-06,48,Alberta,Alberta,90668,68989,21679,2.05,1.56,0.49,,,,,,,,,,
2021-02-06,59,British Columbia,Colombie-Britannique,142999,130871,12128,2.78,2.54,0.24,,,,,,,,,,
2021-02-06,60,Yukon,Yukon,10447,9968,479,24.84,23.70,1.14,,,,,,,,,,
2021-02-06,61,Northwest Territories,Territoires du Nord-Ouest,12830,12531,299,28.41,27.75,0.66,,,,,,,,,,
2021-02-06,62,Nunavut,Nunavut,5838,5552,286,14.83,14.11,0.73,,,,,,,,,,
2021-02-13,1,Canada,Canada,973060,665691,307369,2.56,1.75,0.81,,,,,,,,,,
2021-02-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9792,4343,5449,1.88,0.83,1.04,,,,,,,,,,
2021-02-13,11,Prince Edward Island,Île-du-Prince-Édouard,5690,797,4893,3.56,0.50,3.07,,,,,,,,,,
2021-02-13,12,Nova Scotia,Nouvelle-Écosse,14727,6688,8039,1.50,0.68,0.82,,,,,,,,,,
2021-02-13,13,New Brunswick,Nouveau-Brunswick,13646,6148,7498,1.75,0.79,0.96,,,,,,,,,,
2021-02-13,24,Quebec,Québec,293734,293734,,3.43,3.43,,,,,,,,,,,
2021-02-13,35,Ontario,Ontario,292983,118340,174643,1.99,0.80,1.19,,,,,,,,,,
2021-02-13,46,Manitoba,Manitoba,34848,14442,20406,2.53,1.05,1.48,,,,,,,,,,
2021-02-13,47,Saskatchewan,Saskatchewan,32867,23322,9545,2.79,1.98,0.81,,,,,,,,,,
2021-02-13,48,Alberta,Alberta,94996,44314,50682,2.15,1.00,1.15,,,,,,,,,,
2021-02-13,59,British Columbia,Colombie-Britannique,149182,126548,22634,2.90,2.46,0.44,,,,,,,,,,
2021-02-13,60,Yukon,Yukon,10524,9657,867,25.03,22.96,2.06,,,,,,,,,,
2021-02-13,61,Northwest Territories,Territoires du Nord-Ouest,13575,12996,579,30.06,28.78,1.28,,,,,,,,,,
2021-02-13,62,Nunavut,Nunavut,6496,4362,2134,16.51,11.08,5.42,,,,,,,,,,
2021-02-20,1,Canada,Canada,1086501,651234,435267,2.86,1.71,1.15,,,,,,,,,,
